,name_video,label
0,videos/video_0000.mp4,tap dancing
1,videos/video_0001.mp4,tap dancing
2,videos/video_0002.mp4,tap dancing
3,videos/video_0003.mp4,tap dancing
4,videos/video_0004.mp4,tap dancing
5,videos/video_0005.mp4,tap dancing
6,videos/video_0006.mp4,tap dancing
7,videos/video_0007.mp4,tap dancing
8,videos/video_0008.mp4,tap dancing
9,videos/video_0009.mp4,tap dancing
10,videos/video_0010.mp4,tap dancing
11,videos/video_0011.mp4,tap dancing
12,videos/video_0012.mp4,tap dancing
13,videos/video_0013.mp4,tap dancing
14,videos/video_0014.mp4,tap dancing
15,videos/video_0015.mp4,tap dancing
16,videos/video_0016.mp4,tap dancing
17,videos/video_0017.mp4,tap dancing
18,videos/video_0018.mp4,tap dancing
19,videos/video_0019.mp4,tap dancing
20,videos/video_0020.mp4,tap dancing
21,videos/video_0021.mp4,tap dancing
22,videos/video_0022.mp4,tap dancing
23,videos/video_0023.mp4,tap dancing
24,videos/video_0024.mp4,tap dancing
25,videos/video_0025.mp4,tap dancing
26,videos/video_0026.mp4,tap dancing
27,videos/video_0027.mp4,tap dancing
28,videos/video_0028.mp4,tap dancing
29,videos/video_0029.mp4,tap dancing
30,videos/video_0030.mp4,tap dancing
31,videos/video_0031.mp4,tap dancing
32,videos/video_0032.mp4,tap dancing
33,videos/video_0033.mp4,tap dancing
34,videos/video_0034.mp4,tap dancing
35,videos/video_0035.mp4,tap dancing
36,videos/video_0036.mp4,tap dancing
37,videos/video_0037.mp4,tap dancing
38,videos/video_0038.mp4,tap dancing
39,videos/video_0039.mp4,tap dancing
40,videos/video_0040.mp4,tap dancing
41,videos/video_0041.mp4,tap dancing
42,videos/video_0042.mp4,tap dancing
43,videos/video_0043.mp4,tap dancing
44,videos/video_0044.mp4,tap dancing
45,videos/video_0045.mp4,tap dancing
46,videos/video_0046.mp4,tap dancing
47,videos/video_0047.mp4,tap dancing
48,videos/video_0048.mp4,tap dancing
49,videos/video_0049.mp4,tap dancing
50,videos/video_0050.mp4,tap dancing
51,videos/video_0051.mp4,tap dancing
52,videos/video_0052.mp4,tap dancing
53,videos/video_0053.mp4,tap dancing
54,videos/video_0054.mp4,tap dancing
55,videos/video_0055.mp4,tap dancing
56,videos/video_0056.mp4,tap dancing
57,videos/video_0057.mp4,tap dancing
58,videos/video_0058.mp4,tap dancing
59,videos/video_0059.mp4,tap dancing
60,videos/video_0060.mp4,tap dancing
61,videos/video_0061.mp4,tap dancing
62,videos/video_0062.mp4,tap dancing
63,videos/video_0063.mp4,tap dancing
64,videos/video_0064.mp4,tap dancing
65,videos/video_0065.mp4,tap dancing
66,videos/video_0066.mp4,tap dancing
67,videos/video_0067.mp4,tap dancing
68,videos/video_0068.mp4,tap dancing
69,videos/video_0069.mp4,tap dancing
70,videos/video_0070.mp4,tap dancing
71,videos/video_0071.mp4,tap dancing
72,videos/video_0072.mp4,tap dancing
73,videos/video_0073.mp4,tap dancing
74,videos/video_0074.mp4,tap dancing
75,videos/video_0075.mp4,tap dancing
76,videos/video_0076.mp4,tap dancing
77,videos/video_0077.mp4,tap dancing
78,videos/video_0078.mp4,tap dancing
79,videos/video_0079.mp4,tap dancing
80,videos/video_0080.mp4,tap dancing
81,videos/video_0081.mp4,tap dancing
82,videos/video_0082.mp4,tap dancing
83,videos/video_0083.mp4,tap dancing
84,videos/video_0084.mp4,tap dancing
85,videos/video_0085.mp4,tap dancing
86,videos/video_0086.mp4,tap dancing
87,videos/video_0087.mp4,tap dancing
88,videos/video_0088.mp4,tap dancing
89,videos/video_0089.mp4,tap dancing
90,videos/video_0090.mp4,tap dancing
91,videos/video_0091.mp4,tap dancing
92,videos/video_0092.mp4,tap dancing
93,videos/video_0093.mp4,tap dancing
94,videos/video_0094.mp4,tap dancing
95,videos/video_0095.mp4,tap dancing
96,videos/video_0096.mp4,tap dancing
97,videos/video_0097.mp4,tap dancing
98,videos/video_0098.mp4,tap dancing
99,videos/video_0099.mp4,tap dancing
100,videos/video_0100.mp4,tap dancing
101,videos/video_0101.mp4,tap dancing
102,videos/video_0102.mp4,tap dancing
103,videos/video_0103.mp4,tap dancing
104,videos/video_0104.mp4,tap dancing
105,videos/video_0105.mp4,tap dancing
106,videos/video_0106.mp4,tap dancing
107,videos/video_0107.mp4,tap dancing
108,videos/video_0108.mp4,tap dancing
109,videos/video_0109.mp4,tap dancing
110,videos/video_0110.mp4,tap dancing
111,videos/video_0111.mp4,tap dancing
112,videos/video_0112.mp4,tap dancing
113,videos/video_0113.mp4,tap dancing
114,videos/video_0114.mp4,tap dancing
115,videos/video_0115.mp4,tap dancing
116,videos/video_0116.mp4,tap dancing
117,videos/video_0117.mp4,tap dancing
118,videos/video_0118.mp4,tap dancing
119,videos/video_0119.mp4,tap dancing
120,videos/video_0120.mp4,tap dancing
121,videos/video_0121.mp4,tap dancing
122,videos/video_0122.mp4,tap dancing
123,videos/video_0123.mp4,tap dancing
124,videos/video_0124.mp4,tap dancing
125,videos/video_0125.mp4,tap dancing
126,videos/video_0126.mp4,tap dancing
127,videos/video_0127.mp4,tap dancing
128,videos/video_0128.mp4,tap dancing
129,videos/video_0129.mp4,tap dancing
130,videos/video_0130.mp4,tap dancing
131,videos/video_0131.mp4,tap dancing
132,videos/video_0132.mp4,tap dancing
133,videos/video_0133.mp4,tap dancing
134,videos/video_0134.mp4,tap dancing
135,videos/video_0135.mp4,tap dancing
136,videos/video_0136.mp4,tap dancing
137,videos/video_0137.mp4,tap dancing
138,videos/video_0138.mp4,tap dancing
139,videos/video_0139.mp4,tap dancing
140,videos/video_0140.mp4,tap dancing
141,videos/video_0141.mp4,tap dancing
142,videos/video_0142.mp4,tap dancing
143,videos/video_0143.mp4,tap dancing
144,videos/video_0144.mp4,tap dancing
145,videos/video_0145.mp4,tap dancing
146,videos/video_0146.mp4,tap dancing
147,videos/video_0147.mp4,tap dancing
148,videos/video_0148.mp4,tap dancing
149,videos/video_0149.mp4,tap dancing
150,videos/video_0150.mp4,tap dancing
151,videos/video_0151.mp4,tap dancing
152,videos/video_0152.mp4,tap dancing
153,videos/video_0153.mp4,tap dancing
154,videos/video_0154.mp4,tap dancing
155,videos/video_0155.mp4,tap dancing
156,videos/video_0156.mp4,tap dancing
157,videos/video_0157.mp4,tap dancing
158,videos/video_0158.mp4,tap dancing
159,videos/video_0159.mp4,tap dancing
160,videos/video_0160.mp4,tap dancing
161,videos/video_0161.mp4,tap dancing
162,videos/video_0162.mp4,tap dancing
163,videos/video_0163.mp4,tap dancing
164,videos/video_0164.mp4,tap dancing
165,videos/video_0165.mp4,breakdancing
166,videos/video_0166.mp4,breakdancing
167,videos/video_0167.mp4,breakdancing
168,videos/video_0168.mp4,breakdancing
169,videos/video_0169.mp4,breakdancing
170,videos/video_0170.mp4,breakdancing
171,videos/video_0171.mp4,breakdancing
172,videos/video_0172.mp4,breakdancing
173,videos/video_0173.mp4,breakdancing
174,videos/video_0174.mp4,breakdancing
175,videos/video_0175.mp4,breakdancing
176,videos/video_0176.mp4,breakdancing
177,videos/video_0177.mp4,breakdancing
178,videos/video_0178.mp4,breakdancing
179,videos/video_0179.mp4,breakdancing
180,videos/video_0180.mp4,breakdancing
181,videos/video_0181.mp4,breakdancing
182,videos/video_0182.mp4,breakdancing
183,videos/video_0183.mp4,breakdancing
184,videos/video_0184.mp4,breakdancing
185,videos/video_0185.mp4,breakdancing
186,videos/video_0186.mp4,breakdancing
187,videos/video_0187.mp4,breakdancing
188,videos/video_0188.mp4,breakdancing
189,videos/video_0189.mp4,breakdancing
190,videos/video_0190.mp4,breakdancing
191,videos/video_0191.mp4,breakdancing
192,videos/video_0192.mp4,breakdancing
193,videos/video_0193.mp4,breakdancing
194,videos/video_0194.mp4,breakdancing
195,videos/video_0195.mp4,breakdancing
196,videos/video_0196.mp4,breakdancing
197,videos/video_0197.mp4,breakdancing
198,videos/video_0198.mp4,breakdancing
199,videos/video_0199.mp4,breakdancing
200,videos/video_0200.mp4,breakdancing
201,videos/video_0201.mp4,breakdancing
202,videos/video_0202.mp4,breakdancing
203,videos/video_0203.mp4,breakdancing
204,videos/video_0204.mp4,breakdancing
205,videos/video_0205.mp4,breakdancing
206,videos/video_0206.mp4,breakdancing
207,videos/video_0207.mp4,breakdancing
208,videos/video_0208.mp4,breakdancing
209,videos/video_0209.mp4,breakdancing
210,videos/video_0210.mp4,breakdancing
211,videos/video_0211.mp4,breakdancing
212,videos/video_0212.mp4,breakdancing
213,videos/video_0213.mp4,breakdancing
214,videos/video_0214.mp4,breakdancing
215,videos/video_0215.mp4,breakdancing
216,videos/video_0216.mp4,breakdancing
217,videos/video_0217.mp4,breakdancing
218,videos/video_0218.mp4,breakdancing
219,videos/video_0219.mp4,breakdancing
220,videos/video_0220.mp4,breakdancing
221,videos/video_0221.mp4,breakdancing
222,videos/video_0222.mp4,breakdancing
223,videos/video_0223.mp4,breakdancing
224,videos/video_0224.mp4,breakdancing
225,videos/video_0225.mp4,breakdancing
226,videos/video_0226.mp4,breakdancing
227,videos/video_0227.mp4,breakdancing
228,videos/video_0228.mp4,breakdancing
229,videos/video_0229.mp4,breakdancing
230,videos/video_0230.mp4,breakdancing
231,videos/video_0231.mp4,breakdancing
232,videos/video_0232.mp4,breakdancing
233,videos/video_0233.mp4,breakdancing
234,videos/video_0234.mp4,breakdancing
235,videos/video_0235.mp4,breakdancing
236,videos/video_0236.mp4,breakdancing
237,videos/video_0237.mp4,breakdancing
238,videos/video_0238.mp4,breakdancing
239,videos/video_0239.mp4,breakdancing
240,videos/video_0240.mp4,breakdancing
241,videos/video_0241.mp4,breakdancing
242,videos/video_0242.mp4,breakdancing
243,videos/video_0243.mp4,breakdancing
244,videos/video_0244.mp4,breakdancing
245,videos/video_0245.mp4,breakdancing
246,videos/video_0246.mp4,breakdancing
247,videos/video_0247.mp4,breakdancing
248,videos/video_0248.mp4,breakdancing
249,videos/video_0249.mp4,breakdancing
250,videos/video_0250.mp4,breakdancing
251,videos/video_0251.mp4,breakdancing
252,videos/video_0252.mp4,breakdancing
253,videos/video_0253.mp4,breakdancing
254,videos/video_0254.mp4,breakdancing
255,videos/video_0255.mp4,breakdancing
256,videos/video_0256.mp4,breakdancing
257,videos/video_0257.mp4,breakdancing
258,videos/video_0258.mp4,breakdancing
259,videos/video_0259.mp4,breakdancing
260,videos/video_0260.mp4,breakdancing
261,videos/video_0261.mp4,breakdancing
262,videos/video_0262.mp4,breakdancing
263,videos/video_0263.mp4,breakdancing
264,videos/video_0264.mp4,breakdancing
265,videos/video_0265.mp4,breakdancing
266,videos/video_0266.mp4,breakdancing
267,videos/video_0267.mp4,breakdancing
268,videos/video_0268.mp4,breakdancing
